total_duration,load_duration,prompt_eval_duration,eval_duration,prompt_eval_count,eval_count,candidate,media_id,request_id,client_latency_seconds
1.505523769,0.447548014,0.12290873,0.423618044,598,53,C3_BASELINE,IMG_003793,P2_SCREEN_C3_20260826_231841_022,1.5133280754089355
1.656818499,0.45876845,0.113346326,0.556339154,598,69,C3_BASELINE,IMG_003794,P2_SCREEN_C3_20260826_231841_023,1.667855978012085
1.619348776,0.464114467,0.121021508,0.585889203,598,74,C3_BASELINE,IMG_003795,P2_SCREEN_C3_20260826_231841_024,1.627145767211914
1.624088425,0.428999705,0.127956828,0.54376062,598,69,C3_BASELINE,IMG_003796,P2_SCREEN_C3_20260826_231841_025,1.632582187652588
1.574633232,0.486641362,0.119868116,0.492714996,598,60,C3_BASELINE,IMG_003797,P2_SCREEN_C3_20260826_231841_026,1.580758810043335
1.698115296,0.402990474,0.142281965,0.583609502,598,67,C3_BASELINE,IMG_003798,P2_SCREEN_C3_20260826_231841_027,1.705918550491333
1.653535138,0.505404549,0.116607269,0.466142865,598,53,C3_BASELINE,IMG_003799,P2_SCREEN_C3_20260826_231841_028,1.6616621017456055
1.614149745,0.472044005,0.113044862,0.560771571,598,71,C3_BASELINE,IMG_003800,P2_SCREEN_C3_20260826_231841_029,1.6220557689666748
1.55466341,0.42793749,0.124541273,0.540348478,598,67,C3_BASELINE,IMG_003801,P2_SCREEN_C3_20260826_231841_030,1.5625152587890625
1.666623414,0.481174568,0.118935918,0.488805784,598,58,C3_BASELINE,IMG_003802,P2_SCREEN_C3_20260826_231841_031,1.6752805709838867
1.480567956,0.433462192,0.117557268,0.415403435,598,50,C3_BASELINE,IMG_003803,P2_SCREEN_C3_20260826_231841_032,1.4898240566253662
1.694228399,0.430285447,0.130973951,0.569792538,598,68,C3_BASELINE,IMG_003804,P2_SCREEN_C3_20260826_231841_033,1.7033727169036865
1.520289563,0.450680861,0.11897208,0.424173258,598,50,C3_BASELINE,IMG_003805,P2_SCREEN_C3_20260826_231841_034,1.527881145477295
1.596850592,0.485085794,0.143253781,0.420837147,598,50,C3_BASELINE,IMG_003806,P2_SCREEN_C3_20260826_231841_035,1.6061127185821533
1.444309286,0.425979712,0.125434177,0.391400335,598,46,C3_BASELINE,IMG_003807,P2_SCREEN_C3_20260826_231841_036,1.453228235244751
1.712511074,0.485078019,0.118399638,0.55477888,598,65,C3_BASELINE,IMG_003808,P2_SCREEN_C3_20260826_231841_037,1.721208095550537
1.570452075,0.486045013,0.12178725,0.419245254,598,48,C3_BASELINE,IMG_003809,P2_SCREEN_C3_20260826_231841_038,1.578415870666504
1.67837144,0.445040501,0.120805699,0.558023378,598,66,C3_BASELINE,IMG_003810,P2_SCREEN_C3_20260826_231841_039,1.6863014698028564
1.521668498,0.421462435,0.120446809,0.398018715,598,45,C3_BASELINE,IMG_003811,P2_SCREEN_C3_20260826_231841_040,1.528351068496704
1.608388612,0.441589988,0.120031255,0.509511288,598,59,C3_BASELINE,IMG_003892,P2_SCREEN_C3_20260826_231841_041,1.6154186725616455
1.756059174,0.483598027,0.124565607,0.598001586,598,71,C3_BASELINE,IMG_003893,P2_SCREEN_C3_20260826_231841_042,1.7632982730865479
1.592691927,0.493439167,0.133822296,0.409483705,598,48,C3_BASELINE,IMG_003894,P2_SCREEN_C3_20260826_231841_043,1.5988962650299072
1.442795095,0.4409353,0.123804746,0.368890185,598,44,C3_BASELINE,IMG_003895,P2_SCREEN_C3_20260826_231841_044,1.4508576393127441
1.552402619,0.498235126,0.118927868,0.377818972,598,45,C3_BASELINE,IMG_003896,P2_SCREEN_C3_20260826_231841_045,1.5604257583618164
1.518259091,0.475357972,0.130376604,0.406544314,598,48,C3_BASELINE,IMG_003897,P2_SCREEN_C3_20260826_231841_046,1.5265066623687744
1.598429099,0.424586406,0.120807656,0.47139403,598,56,C3_BASELINE,IMG_003898,P2_SCREEN_C3_20260826_231841_047,1.60699462890625
1.637959713,0.479083096,0.127688606,0.452302727,598,53,C3_BASELINE,IMG_003899,P2_SCREEN_C3_20260826_231841_048,1.6456820964813232
